Rank,Country,CPI,Year,ID
116,Mozambique,2.7,2010,MOZ
116,Tanzania,2.7,2010,TZA
116,Vietnam,2.7,2010,VNM
123,Armenia,2.6,2010,ARM
123,Eritrea,2.6,2010,ERI
123,Madagascar,2.6,2010,MDG
123,Niger,2.6,2010,NER
127,Belarus,2.5,2010,BLR
127,Ecuador,2.5,2010,ECU
127,Lebanon,2.5,2010,LBN
127,Nicaragua,2.5,2010,NIC
127,Syria,2.5,2010,SYR
127,Timor-Leste,2.5,2010,TLS
127,Uganda,2.5,2010,UGA
134,Azerbaijan,2.4,2010,AZE
134,Bangladesh,2.4,2010,BGD
134,Honduras,2.4,2010,HND
134,Nigeria,2.4,2010,NGA
134,Philippines,2.4,2010,PHL
134,Sierra Leone,2.4,2010,SLE
134,Togo,2.4,2010,TGO
134,Ukraine,2.4,2010,UKR
134,Zimbabwe,2.4,2010,ZWE
143,Maldives,2.3,2010,MDV
143,Mauritania,2.3,2010,MRT
143,Pakistan,2.3,2010,PAK
146,Cameroon,2.2,2010,CMR
146,Côte d´Ivoire,2.2,2010,CIV
146,Haiti,2.2,2010,HTI
146,Iran,2.2,2010,IRN
146,Libya,2.2,2010,LBY
146,Nepal,2.2,2010,NPL
146,Paraguay,2.2,2010,PRY
146,Yemen,2.2,2010,YEM
154,Cambodia,2.1,2010,KHM
154,Central African Republic,2.1,2010,CAF
154,Comoros,2.1,2010,COM
154,Congo-Brazzaville,2.1,2010,COG
154,Guinea-Bissau,2.1,2010,GNB
154,Kenya,2.1,2010,KEN
154,Laos,2.1,2010,LAO
154,Papua New Guinea,2.1,2010,PNG
154,Russia,2.1,2010,RUS
154,Tajikistan,2.1,2010,TJK
164,Democratic Republic of Congo,2,2010,COD
164,Guinea,2,2010,GIN
164,Kyrgyzstan,2,2010,KGZ
164,Venezuela,2,2010,VEN
168,Angola,1.9,2010,AGO
168,Equatorial Guinea,1.9,2010,GNQ
170,Burundi,1.8,2010,BDI
171,Chad,1.7,2010,TCD
172,Sudan,1.6,2010,SDN
172,Turkmenistan,1.6,2010,TKM
172,Uzbekistan,1.6,2010,UZB
175,Iraq,1.5,2010,IRQ
176,Afghanistan,1.4,2010,AFG
176,Myanmar,1.4,2010,MMR
178,Somalia,1.1,2010,SOM
